game_id,round_id,player,street,hand_cards,board_cards,action,amount,stack_before,pot_size,position,is_raise,is_call,is_fold,timestamp
GLOBAL,5,GPTBot,preflop,"['C3', 'SJ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:48:27.438721
GLOBAL,5,GeminiBot,preflop,"['HT', 'D5']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:48:29.731458
GLOBAL,5,ClaudeBot,preflop,"['CT', 'S6']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-12T23:48:34.043326
GLOBAL,6,GPTBot,preflop,"['H6', 'D7']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-12T23:48:38.761680
GLOBAL,6,GeminiBot,preflop,"['S6', 'HK']",[],raise,150,2990,80,seat_1,True,False,False,2026-05-12T23:48:41.179943
GLOBAL,6,ClaudeBot,preflop,"['CQ', 'S3']",[],fold,0,2980,220,seat_2,False,False,True,2026-05-12T23:48:45.118065
GLOBAL,6,GPTBot,preflop,"['H6', 'D7']",[],raise,2950,2950,220,seat_0,True,False,False,2026-05-12T23:48:47.400384
GLOBAL,6,GeminiBot,preflop,"['S6', 'HK']",[],fold,0,2850,3120,seat_1,False,False,True,2026-05-12T23:48:49.802147
GLOBAL,7,GPTBot,preflop,"['C7', 'D7']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:48:51.908484
GLOBAL,7,GeminiBot,preflop,"['S9', 'D9']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:48:54.417120
GLOBAL,7,ClaudeBot,preflop,"['H3', 'H6']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-12T23:48:58.632076
GLOBAL,7,GPTBot,preflop,"['C7', 'D7']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-12T23:49:00.648513
GLOBAL,7,GeminiBot,preflop,"['S9', 'D9']",[],call,2800,2800,3160,seat_1,False,True,False,2026-05-12T23:49:03.049493
GLOBAL,8,GPTBot,preflop,"['H5', 'C3']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:49:05.465446
GLOBAL,8,GeminiBot,preflop,"['D4', 'HA']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:49:07.865908
GLOBAL,8,ClaudeBot,preflop,"['CQ', 'CJ']",[],raise,560,2980,280,seat_2,True,False,False,2026-05-12T23:49:12.480892
GLOBAL,8,GPTBot,preflop,"['H5', 'C3']",[],raise,2940,2940,820,seat_0,True,False,False,2026-05-12T23:49:14.871999
GLOBAL,8,GeminiBot,preflop,"['D4', 'HA']",[],fold,0,2800,3700,seat_1,False,False,True,2026-05-12T23:49:17.114754
GLOBAL,8,ClaudeBot,preflop,"['CQ', 'CJ']",[],call,2440,2440,3700,seat_2,False,True,False,2026-05-12T23:49:21.257229
GLOBAL,9,GPTBot,preflop,"['H3', 'S9']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-12T23:49:23.427985
GLOBAL,9,GeminiBot,preflop,"['CT', 'SK']",[],raise,150,2990,80,seat_1,True,False,False,2026-05-12T23:49:25.766131
GLOBAL,9,ClaudeBot,preflop,"['HK', 'C3']",[],call,150,2980,220,seat_2,False,True,False,2026-05-12T23:49:30.194288
GLOBAL,9,GPTBot,preflop,"['H3', 'S9']",[],raise,2950,2950,350,seat_0,True,False,False,2026-05-12T23:49:32.551746
GLOBAL,9,GeminiBot,preflop,"['CT', 'SK']",[],fold,0,2850,3250,seat_1,False,False,True,2026-05-12T23:49:35.000315
GLOBAL,9,ClaudeBot,preflop,"['HK', 'C3']",[],fold,0,2850,3250,seat_2,False,False,True,2026-05-12T23:49:39.375671
GLOBAL,10,GPTBot,preflop,"['S8', 'SK']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:49:41.380825
GLOBAL,10,GeminiBot,preflop,"['S2', 'D5']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:49:43.808302
GLOBAL,10,ClaudeBot,preflop,"['CT', 'S9']",[],call,60,2980,90,seat_2,False,True,False,2026-05-12T23:49:48.414641
GLOBAL,10,ClaudeBot,flop,"['CT', 'S9']","['CK', 'C6', 'SA']",call,0,2940,130,seat_2,False,True,False,2026-05-12T23:49:52.939646
GLOBAL,10,GPTBot,flop,"['S8', 'SK']","['CK', 'C6', 'SA']",raise,2940,2940,130,seat_0,True,False,False,2026-05-12T23:49:55.338764
GLOBAL,10,ClaudeBot,flop,"['CT', 'S9']","['CK', 'C6', 'SA']",fold,0,2940,3070,seat_2,False,False,True,2026-05-12T23:49:59.958066
GLOBAL,11,GPTBot,preflop,"['S4', 'H7']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:50:02.763456
GLOBAL,11,GeminiBot,preflop,"['CJ', 'CQ']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:50:05.294455
GLOBAL,11,ClaudeBot,preflop,"['C5', 'CA']",[],raise,600,2980,280,seat_2,True,False,False,2026-05-12T23:50:09.380537
GLOBAL,11,GPTBot,preflop,"['S4', 'H7']",[],fold,0,2940,860,seat_0,False,False,True,2026-05-12T23:50:12.294084
GLOBAL,11,GeminiBot,preflop,"['CJ', 'CQ']",[],raise,2000,2800,860,seat_1,True,False,False,2026-05-12T23:50:14.588326
GLOBAL,11,ClaudeBot,preflop,"['C5', 'CA']",[],call,2000,2400,2660,seat_2,False,True,False,2026-05-12T23:50:18.427284
GLOBAL,11,GeminiBot,flop,"['CJ', 'CQ']","['SJ', 'S2', 'C6']",raise,1000,1000,4060,seat_1,True,False,False,2026-05-12T23:50:20.732655
GLOBAL,11,ClaudeBot,flop,"['C5', 'CA']","['SJ', 'S2', 'C6']",call,1000,1000,5060,seat_2,False,True,False,2026-05-12T23:50:25.217342
GLOBAL,12,GPTBot,preflop,"['H3', 'CJ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:50:27.743929
GLOBAL,12,GeminiBot,preflop,"['H8', 'D3']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:50:29.967781
GLOBAL,12,ClaudeBot,preflop,"['ST', 'HJ']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-12T23:50:34.068933
GLOBAL,12,GPTBot,preflop,"['H3', 'CJ']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-12T23:50:36.675598
GLOBAL,12,ClaudeBot,preflop,"['ST', 'HJ']",[],call,300,2820,490,seat_2,False,True,False,2026-05-12T23:50:41.204111
GLOBAL,12,ClaudeBot,flop,"['ST', 'HJ']","['C7', 'CT', 'C8']",call,0,2700,610,seat_2,False,True,False,2026-05-12T23:50:45.943892
GLOBAL,12,GPTBot,flop,"['H3', 'CJ']","['C7', 'CT', 'C8']",raise,2700,2700,610,seat_0,True,False,False,2026-05-12T23:50:48.034084
GLOBAL,12,ClaudeBot,flop,"['ST', 'HJ']","['C7', 'CT', 'C8']",call,2700,2700,3310,seat_2,False,True,False,2026-05-12T23:50:53.886208
GLOBAL,13,GPTBot,preflop,"['S6', 'S5']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:50:55.919486
GLOBAL,13,GeminiBot,preflop,"['S4', 'DK']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:50:58.454628
GLOBAL,13,ClaudeBot,preflop,"['H9', 'C2']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-12T23:51:03.471763
GLOBAL,14,GPTBot,preflop,"['HJ', 'C6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:51:05.985813
GLOBAL,14,GeminiBot,preflop,"['C8', 'D4']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:51:08.394937
GLOBAL,14,ClaudeBot,preflop,"['SJ', 'DK']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-12T23:51:12.404936
GLOBAL,14,GPTBot,preflop,"['HJ', 'C6']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-12T23:51:15.210379
GLOBAL,14,ClaudeBot,preflop,"['SJ', 'DK']",[],raise,780,2820,490,seat_2,True,False,False,2026-05-12T23:51:19.452376
GLOBAL,14,GPTBot,preflop,"['HJ', 'C6']",[],raise,2700,2700,1090,seat_0,True,False,False,2026-05-12T23:51:21.535903
GLOBAL,14,ClaudeBot,preflop,"['SJ', 'DK']",[],call,2220,2220,3490,seat_2,False,True,False,2026-05-12T23:51:26.060028
GLOBAL,15,GPTBot,preflop,"['S3', 'SK']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:51:28.493882
GLOBAL,15,GeminiBot,preflop,"['H4', 'S2']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:51:31.168502
GLOBAL,15,ClaudeBot,preflop,"['D5', 'C6']",[],call,60,2980,90,seat_2,False,True,False,2026-05-12T23:51:35.287546
GLOBAL,15,ClaudeBot,flop,"['D5', 'C6']","['C5', 'HA', 'H9']",raise,80,2940,130,seat_2,True,False,False,2026-05-12T23:51:38.901716
GLOBAL,15,GPTBot,flop,"['S3', 'SK']","['C5', 'HA', 'H9']",raise,2940,2940,210,seat_0,True,False,False,2026-05-12T23:51:41.804263
GLOBAL,15,ClaudeBot,flop,"['D5', 'C6']","['C5', 'HA', 'H9']",call,2860,2860,3150,seat_2,False,True,False,2026-05-12T23:51:46.120183
GLOBAL,16,GPTBot,preflop,"['HT', 'CK']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:51:48.636523
GLOBAL,16,GeminiBot,preflop,"['HA', 'DQ']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:51:50.975038
GLOBAL,16,ClaudeBot,preflop,"['H3', 'H4']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-12T23:51:55.154354
GLOBAL,16,GPTBot,preflop,"['HT', 'CK']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-12T23:51:58.140643
GLOBAL,16,GeminiBot,preflop,"['HA', 'DQ']",[],call,2800,2800,3160,seat_1,False,True,False,2026-05-12T23:52:00.691740
GLOBAL,17,GPTBot,preflop,"['DQ', 'DJ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:52:03.183689
GLOBAL,17,GeminiBot,preflop,"['S7', 'SA']",[],raise,240,2990,90,seat_1,True,False,False,2026-05-12T23:52:05.401532
GLOBAL,17,ClaudeBot,preflop,"['H2', 'DT']",[],fold,0,2980,320,seat_2,False,False,True,2026-05-12T23:52:09.111600
GLOBAL,17,GPTBot,preflop,"['DQ', 'DJ']",[],raise,420,2940,320,seat_0,True,False,False,2026-05-12T23:52:11.312737
GLOBAL,17,GeminiBot,preflop,"['S7', 'SA']",[],raise,1200,2760,680,seat_1,True,False,False,2026-05-12T23:52:13.631105
GLOBAL,17,GPTBot,preflop,"['DQ', 'DJ']",[],raise,1980,2580,1640,seat_0,True,False,False,2026-05-12T23:52:15.834340
GLOBAL,17,GeminiBot,preflop,"['S7', 'SA']",[],call,1800,1800,3200,seat_1,False,True,False,2026-05-12T23:52:18.234053
GLOBAL,18,GPTBot,preflop,"['ST', 'H5']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:52:20.750753
GLOBAL,18,GeminiBot,preflop,"['C4', 'DA']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:52:22.960591
GLOBAL,18,ClaudeBot,preflop,"['DQ', 'D8']",[],call,200,2980,280,seat_2,False,True,False,2026-05-12T23:52:28.674077
GLOBAL,18,GPTBot,preflop,"['ST', 'H5']",[],raise,2940,2940,460,seat_0,True,False,False,2026-05-12T23:52:30.738596
GLOBAL,18,GeminiBot,preflop,"['C4', 'DA']",[],fold,0,2800,3340,seat_1,False,False,True,2026-05-12T23:52:32.931881
GLOBAL,18,ClaudeBot,preflop,"['DQ', 'D8']",[],call,2800,2800,3340,seat_2,False,True,False,2026-05-12T23:52:37.757077
GLOBAL,19,GPTBot,preflop,"['D7', 'CT']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:52:39.909757
GLOBAL,19,GeminiBot,preflop,"['H8', 'CA']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:52:42.725760
GLOBAL,19,ClaudeBot,preflop,"['D8', 'D3']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-12T23:52:47.235060
GLOBAL,19,GPTBot,preflop,"['D7', 'CT']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-12T23:52:49.767423
GLOBAL,19,GeminiBot,preflop,"['H8', 'CA']",[],call,2800,2800,3160,seat_1,False,True,False,2026-05-12T23:52:52.252659
GLOBAL,20,GPTBot,preflop,"['SJ', 'CJ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:52:54.767806
GLOBAL,20,GeminiBot,preflop,"['D8', 'SK']",[],call,60,2990,90,seat_1,False,True,False,2026-05-12T23:52:57.013771
GLOBAL,20,ClaudeBot,preflop,"['H7', 'S5']",[],call,60,2980,140,seat_2,False,True,False,2026-05-12T23:53:01.348515
GLOBAL,20,GeminiBot,flop,"['D8', 'SK']","['H2', 'CQ', 'H4']",raise,200,2940,180,seat_1,True,False,False,2026-05-12T23:53:03.809408
GLOBAL,20,ClaudeBot,flop,"['H7', 'S5']","['H2', 'CQ', 'H4']",call,200,2940,380,seat_2,False,True,False,2026-05-12T23:53:08.848827
GLOBAL,20,GPTBot,flop,"['SJ', 'CJ']","['H2', 'CQ', 'H4']",raise,2940,2940,580,seat_0,True,False,False,2026-05-12T23:53:22.254842
GLOBAL,20,GeminiBot,flop,"['D8', 'SK']","['H2', 'CQ', 'H4']",fold,0,2740,3520,seat_1,False,False,True,2026-05-12T23:53:24.560170
GLOBAL,20,ClaudeBot,flop,"['H7', 'S5']","['H2', 'CQ', 'H4']",fold,0,2740,3520,seat_2,False,False,True,2026-05-12T23:53:28.486849
GLOBAL,21,GPTBot,preflop,"['DQ', 'H7']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:53:30.773054
GLOBAL,21,GeminiBot,preflop,"['ST', 'D4']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:53:33.202812
GLOBAL,21,ClaudeBot,preflop,"['D2', 'H6']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-12T23:53:37.415649
GLOBAL,22,GPTBot,preflop,"['H2', 'D7']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-12T23:53:39.725031
GLOBAL,22,GeminiBot,preflop,"['D2', 'S5']",[],fold,0,2990,80,seat_1,False,False,True,2026-05-12T23:53:42.306291
GLOBAL,22,ClaudeBot,preflop,"['CQ', 'C4']",[],call,50,2980,80,seat_2,False,True,False,2026-05-12T23:53:46.448267
GLOBAL,22,ClaudeBot,flop,"['CQ', 'C4']","['DJ', 'H7', 'DQ']",raise,75,2950,110,seat_2,True,False,False,2026-05-12T23:53:50.218711
GLOBAL,22,GPTBot,flop,"['H2', 'D7']","['DJ', 'H7', 'DQ']",raise,2950,2950,185,seat_0,True,False,False,2026-05-12T23:53:53.875671
GLOBAL,22,ClaudeBot,flop,"['CQ', 'C4']","['DJ', 'H7', 'DQ']",call,2875,2875,3135,seat_2,False,True,False,2026-05-12T23:53:58.794629
GLOBAL,23,GPTBot,preflop,"['S3', 'S5']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-12T23:54:01.270553
GLOBAL,23,GeminiBot,preflop,"['C7', 'SK']",[],fold,0,2990,80,seat_1,False,False,True,2026-05-12T23:54:03.806138
GLOBAL,23,ClaudeBot,preflop,"['D6', 'CJ']",[],call,50,2980,80,seat_2,False,True,False,2026-05-12T23:54:08.728120
GLOBAL,23,ClaudeBot,flop,"['D6', 'CJ']","['HJ', 'HQ', 'HK']",call,0,2950,110,seat_2,False,True,False,2026-05-12T23:54:12.897631
GLOBAL,23,GPTBot,flop,"['S3', 'S5']","['HJ', 'HQ', 'HK']",raise,2950,2950,110,seat_0,True,False,False,2026-05-12T23:54:15.142368
GLOBAL,23,ClaudeBot,flop,"['D6', 'CJ']","['HJ', 'HQ', 'HK']",fold,0,2950,3060,seat_2,False,False,True,2026-05-12T23:54:19.967919
GLOBAL,24,GPTBot,preflop,"['SQ', 'DQ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:54:21.966599
GLOBAL,24,GeminiBot,preflop,"['CJ', 'D7']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:54:24.381108
GLOBAL,24,ClaudeBot,preflop,"['S8', 'D5']",[],call,60,2980,90,seat_2,False,True,False,2026-05-12T23:54:29.511890
GLOBAL,24,ClaudeBot,flop,"['S8', 'D5']","['HA', 'S6', 'CQ']",call,0,2940,130,seat_2,False,True,False,2026-05-12T23:54:33.920208
GLOBAL,24,GPTBot,flop,"['SQ', 'DQ']","['HA', 'S6', 'CQ']",raise,2940,2940,130,seat_0,True,False,False,2026-05-12T23:54:36.323696
GLOBAL,24,ClaudeBot,flop,"['S8', 'D5']","['HA', 'S6', 'CQ']",fold,0,2940,3070,seat_2,False,False,True,2026-05-12T23:54:41.013686
GLOBAL,25,GPTBot,preflop,"['HQ', 'D9']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:54:44.250958
GLOBAL,25,GeminiBot,preflop,"['HA', 'CK']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:54:46.526485
GLOBAL,25,ClaudeBot,preflop,"['CQ', 'C9']",[],call,200,2980,280,seat_2,False,True,False,2026-05-12T23:54:51.875003
GLOBAL,25,GPTBot,preflop,"['HQ', 'D9']",[],raise,2940,2940,460,seat_0,True,False,False,2026-05-12T23:54:54.079418
GLOBAL,25,GeminiBot,preflop,"['HA', 'CK']",[],fold,0,2800,3340,seat_1,False,False,True,2026-05-12T23:54:56.398230
GLOBAL,25,ClaudeBot,preflop,"['CQ', 'C9']",[],fold,0,2800,3340,seat_2,False,False,True,2026-05-12T23:55:00.813666
GLOBAL,26,GPTBot,preflop,"['S5', 'DQ']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-12T23:55:03.315324
GLOBAL,26,GeminiBot,preflop,"['C5', 'D8']",[],fold,0,2990,80,seat_1,False,False,True,2026-05-12T23:55:05.724778
GLOBAL,26,ClaudeBot,preflop,"['CT', 'S6']",[],fold,0,2980,80,seat_2,False,False,True,2026-05-12T23:55:10.740890
GLOBAL,27,GPTBot,preflop,"['C4', 'C8']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:55:13.180421
GLOBAL,27,GeminiBot,preflop,"['HK', 'D2']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:55:15.870242
GLOBAL,27,ClaudeBot,preflop,"['H7', 'H8']",[],call,200,2980,280,seat_2,False,True,False,2026-05-12T23:55:22.379513
GLOBAL,27,GPTBot,preflop,"['C4', 'C8']",[],raise,2940,2940,460,seat_0,True,False,False,2026-05-12T23:55:24.790875
GLOBAL,27,GeminiBot,preflop,"['HK', 'D2']",[],fold,0,2800,3340,seat_1,False,False,True,2026-05-12T23:55:27.452293
GLOBAL,27,ClaudeBot,preflop,"['H7', 'H8']",[],fold,0,2800,3340,seat_2,False,False,True,2026-05-12T23:55:36.028277
GLOBAL,28,GPTBot,preflop,"['C2', 'SQ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:55:38.237879
GLOBAL,28,GeminiBot,preflop,"['C3', 'D7']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:55:40.651626
GLOBAL,28,ClaudeBot,preflop,"['D9', 'C4']",[],fold,0,2980,90,seat_2,False,False,True,2026-05-12T23:55:45.344755
GLOBAL,29,GPTBot,preflop,"['HQ', 'HT']",[],raise,100,3000,30,seat_0,True,False,False,2026-05-12T23:55:47.567021
GLOBAL,29,GeminiBot,preflop,"['HK', 'H2']",[],raise,300,2990,130,seat_1,True,False,False,2026-05-12T23:55:49.892167
GLOBAL,29,ClaudeBot,preflop,"['CQ', 'CT']",[],call,300,2980,420,seat_2,False,True,False,2026-05-12T23:55:54.713115
GLOBAL,29,GPTBot,preflop,"['HQ', 'HT']",[],raise,2900,2900,700,seat_0,True,False,False,2026-05-12T23:55:57.147688
GLOBAL,29,GeminiBot,preflop,"['HK', 'H2']",[],fold,0,2700,3500,seat_1,False,False,True,2026-05-12T23:55:59.619477
GLOBAL,29,ClaudeBot,preflop,"['CQ', 'CT']",[],call,2700,2700,3500,seat_2,False,True,False,2026-05-12T23:56:04.635257
GLOBAL,30,GPTBot,preflop,"['DA', 'SQ']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:56:06.738401
GLOBAL,30,GeminiBot,preflop,"['H9', 'C8']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:56:09.088352
GLOBAL,30,ClaudeBot,preflop,"['D3', 'CA']",[],raise,180,2980,90,seat_2,True,False,False,2026-05-12T23:56:13.152779
GLOBAL,30,GPTBot,preflop,"['DA', 'SQ']",[],raise,300,2940,250,seat_0,True,False,False,2026-05-12T23:56:16.174245
GLOBAL,30,ClaudeBot,preflop,"['D3', 'CA']",[],raise,900,2820,490,seat_2,True,False,False,2026-05-12T23:56:21.090633
GLOBAL,30,GPTBot,preflop,"['DA', 'SQ']",[],raise,2700,2700,1210,seat_0,True,False,False,2026-05-12T23:56:23.297325
GLOBAL,30,ClaudeBot,preflop,"['D3', 'CA']",[],call,2100,2100,3610,seat_2,False,True,False,2026-05-12T23:56:29.013922
GLOBAL,31,GPTBot,preflop,"['S2', 'S9']",[],raise,50,3000,30,seat_0,True,False,False,2026-05-12T23:56:31.094122
GLOBAL,31,GeminiBot,preflop,"['C3', 'S3']",[],fold,0,2990,80,seat_1,False,False,True,2026-05-12T23:56:33.744000
GLOBAL,31,ClaudeBot,preflop,"['DK', 'D8']",[],raise,160,2980,80,seat_2,True,False,False,2026-05-12T23:56:38.363702
GLOBAL,31,GPTBot,preflop,"['S2', 'S9']",[],raise,2950,2950,220,seat_0,True,False,False,2026-05-12T23:56:40.657199
GLOBAL,31,ClaudeBot,preflop,"['DK', 'D8']",[],call,2840,2840,3120,seat_2,False,True,False,2026-05-12T23:56:45.472166
GLOBAL,32,GPTBot,preflop,"['HK', 'H6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:56:47.593104
GLOBAL,32,GeminiBot,preflop,"['C3', 'D4']",[],fold,0,2990,90,seat_1,False,False,True,2026-05-12T23:56:49.826284
GLOBAL,32,ClaudeBot,preflop,"['HA', 'D5']",[],raise,200,2980,90,seat_2,True,False,False,2026-05-12T23:56:54.008877
GLOBAL,32,GPTBot,preflop,"['HK', 'H6']",[],raise,2940,2940,270,seat_0,True,False,False,2026-05-12T23:56:56.509201
GLOBAL,32,ClaudeBot,preflop,"['HA', 'D5']",[],call,2800,2800,3150,seat_2,False,True,False,2026-05-12T23:57:01.807080
GLOBAL,33,GPTBot,preflop,"['HJ', 'S6']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:57:04.248963
GLOBAL,33,GeminiBot,preflop,"['DK', 'CJ']",[],raise,200,2990,90,seat_1,True,False,False,2026-05-12T23:57:06.654975
GLOBAL,33,ClaudeBot,preflop,"['D7', 'C2']",[],fold,0,2980,280,seat_2,False,False,True,2026-05-12T23:57:10.271928
GLOBAL,33,GPTBot,preflop,"['HJ', 'S6']",[],raise,2940,2940,280,seat_0,True,False,False,2026-05-12T23:57:12.597438
GLOBAL,33,GeminiBot,preflop,"['DK', 'CJ']",[],fold,0,2800,3160,seat_1,False,False,True,2026-05-12T23:57:15.004904
GLOBAL,34,GPTBot,preflop,"['HQ', 'D2']",[],raise,60,3000,30,seat_0,True,False,False,2026-05-12T23:57:17.383962
GLOBAL,34,GeminiBot,preflop,"['C2', 'DQ']",[],raise,120,2990,90,seat_1,True,False,False,2026-05-12T23:57:19.799417
